,articleID,publication_date,text,len_text,label
1241,1624172,1992-06-01,Two cases of hypothyroidism in patients with chronic hepatitis C treated with recombinant alpha interferon are reported.,17,1
1242,1624172,1992-06-01,Sustained hypothyroidism induced by recombinant alpha interferon in patients with chronic hepatitis C.,13,1
1243,1624172,1992-06-01,Thyroid dysfunction has been reported in patients with malignant disease treated with recombinant alpha interferon.,15,1
1244,1624172,1992-06-01,Diagnosis of hypothyroidism during treatment can be difficult because of the common side effects of alpha interferon.,17,1
1245,1624172,1992-06-01,"Both patients developed a severe, sustained hypothyroidism requiring thyroxine treatment for one year or more after stopping alpha interferon.",19,0
1246,1624172,1992-06-01,"In one patient, interferon induced hypothyroidism in the absence of pre-existing thyroid dysfunction and in the other it aggravated a pre-existing thyroid dysfunction.",23,0
1247,1624172,1992-06-01,Thyroid function should be assessed before and during alpha interferon therapy in patients with chronic hepatitis C.,17,0
1248,1628669,1992-06-01,Diabetes mellitus and exocrine pancreatic insufficiency in a girl with auto-immune haemolysis.,12,0
1249,1628669,1992-06-01,Although both drugs have been reported to preserve endogenous insulin secretion and to interrupt the diabetogenic process they may be responsible for diabetes and exocrine pancreatic insufficiency in our patient.,30,0
1250,1628669,1992-06-01,A 7-year-old girl developed diabetes mellitus and exocrine pancreatic insufficiency after 3.5 years of almost continuous treatment with azathioprine and/or prednisone for idiopathic auto-immune haemolytic anaemia.,26,1
1251,1635565,1992-08-20,"The remaining four neonates had clinical signs of gastric obstruction, but no radiologic or pathological examinations were performed.",18,0
1252,1635565,1992-08-20,The administration of prostaglandin E1 to neonates can cause gastric-outlet obstruction due to antral hyperplasia.,15,1
1253,1635565,1992-08-20,Neonates who receive prostaglandin E1 at recommended doses for more than 120 hours should be closely monitored for evidence of antral hyperplasia.,22,0
1254,1635565,1992-08-20,"In two neonates with antral hyperplasia, the cessation of therapy lessened the gastric-outlet obstruction.",14,0
1255,1635565,1992-08-20,"The cumulative dose of prostaglandin E1 was higher in the neonates with antral hyperplasia (2982 +/- 1392 micrograms per kilogram of body weight) than in the normal neonates (279 +/- 270 micrograms per kilogram, P less than 0.001) or the neonates with signs of gastric obstruction (528 +/- 306 micrograms per kilogram, P less than 0.01).",56,0
1256,1635565,1992-08-20,"Of the 74 neonates evaluated, 65 had no signs of gastric obstruction and were considered normal; 5 had clinical and radiologic or pathological evidence of gastric obstruction consistent with the presence of antral mucosal hyperplasia.",35,0
1257,1635565,1992-08-20,"The 5 neonates with antral hyperplasia had received prostaglandin E1 for longer periods (mean [+/- SD] duration, 569 +/- 341 hours) than the 65 normal neonates (54 +/- 58 hours, P less than 0.001) or the 4 neonates with clinical signs of gastric obstruction (119 +/- 60 hours, P less than 0.05).",52,0
1258,1635565,1992-08-20,"After gastric-outlet obstruction was recognized in several infants who received prostaglandin E1, we studied the association between the drug and this complication.",22,1
1259,1635565,1992-08-20,An infusion of prostaglandin E1 is widely used to maintain patency of the ductus arteriosus in neonates with congenital heart disease.,21,0
1260,1635565,1992-08-20,Gastric-outlet obstruction induced by prostaglandin therapy in neonates.,8,0
1261,1635565,1992-08-20,"We evaluated all neonates who received prostaglandin E1 in our hospital between October 1, 1989, and September 30, 1991, for clinical, radiologic, or pathological evidence of acute gastric-outlet obstruction.",29,0
1262,1642627,1992-06-01,Triazolam-induced nocturnal bingeing with amnesia.,5,1
1263,1642627,1992-06-01,A combination of behavioural and cognitive adverse effects is illustrated in this case report of a recurrent triazolam-induced eating disorder.,20,1
1264,1642627,1992-06-01,"The co-occurrence of bingeing, irritability and anterograde amnesia is suggestive of a drug-induced Kleine-Levin Syndrome.",15,0
1265,1648430,1991-08-01,"The study population included the affected patient (proband), nine of her blood relatives, and seven healthy volunteers.",17,0
1266,1648430,1991-08-01,"The activity of dihydropyrimidine dehydrogenase (DPD), the initial enzyme of pyrimidine (and FUra) catabolism, in peripheral blood mononuclear cells was measured in each subject by a specific radiometric assay using FUra as the substrate.",34,0
1267,1648430,1991-08-01,"When enzyme levels in the proband and relatives were compared with that in controls, an autosomal recessive pattern of inheritance was demonstrated.",22,0
1268,1648430,1991-08-01,This is the third patient with severe FUra toxicity secondary to an alteration in pyrimidine catabolism and the second from our clinic population suggesting that the frequency of this genetic defect may be greater than previously thought.,37,0
1269,1648430,1991-08-01,Monitoring DPD activity may be important in the management of patients experiencing severe toxicity secondary to FUra chemotherapy.,18,0
1270,1648430,1991-08-01,The proband had no detectable DPD activity.,7,0
1271,1648430,1991-08-01,This study describes the inheritance of a defect in pyrimidine catabolism and its association with drug-induced toxicity in a patient receiving 5-fluorouracil (FUra) as adjuvant chemotherapy for breast carcinoma.,29,0
1272,1648430,1991-08-01,Severe 5-fluorouracil toxicity secondary to dihydropyrimidine dehydrogenase deficiency. A potentially more common pharmacogenetic syndrome.,14,0
1273,1655228,1991-11-01,Three patients are reported without a history of angina pectoris who had clinical and electrocardiographic evidence of myocardial ischemia during and immediately after BCNU infusion.,25,1
1274,1655228,1991-11-01,"The incidence, cause, and mechanism of such a side effect are unknown but should be considered in patients receiving high-dose carmustine infusions.",22,0
1275,1655228,1991-11-01,Myocardial ischemia associated with high-dose carmustine infusion.,7,1
1276,1655228,1991-11-01,"Carmustine (BCNU), a nitrosourea derivative, is an antineoplastic agent used recently for the treatment of human solid tumors and lymphomas in high doses with autologous bone marrow transplantation.",28,0
1277,1655228,1991-11-01,Cardiac toxicity related to BCNU has not been described well.,10,1
1278,1661260,1991-11-01,Small bowel haemorrhage due to cytomegalovirus vasculitis.,7,0
1279,1661260,1991-11-01,Reactivation of cytomegalovirus probably followed the treatment of Wegener's granulomatosis with corticosteroids and azathioprine.,14,1
1280,1661260,1991-11-01,This patient was treated successfully by surgical excision of the affected segment of ileum together with intravenous ganciclovir.,18,0
1281,1661260,1991-11-01,A case is described of a life threatening vasculitis of the small bowel leading to massive gastrointestinal haemorrhage which was apparently due to cytomegalovirus inclusion disease.,26,0
1282,1668408,1991-12-01,Post-radiation sarcomas following treatment of central nervous system malignancies is discussed.,11,0
1283,1668408,1991-12-01,Pathology revealed the sarcoma adjacent to the recurrent ependymoma.,9,0
1284,1668408,1991-12-01,A case is reported of a 36 y/o man treated with radiation therapy for cervical cord ependymoma who developed malignant fibrous histiocytoma of the cervical spine 15 years later.,29,0
1285,1668408,1991-12-01,Post radiation sarcoma (malignant fibrous histiocytoma) of the cervical spine following ependymoma (a case report).,15,0
1286,1673494,1991-05-04,"The treatment of visceral leishmaniasis (VL) may be complicated by drug toxicity or intolerance, and by drug resistance.",18,0
1287,1673494,1991-05-04,Liposomal amphotericin B in drug-resistant visceral leishmaniasis.,7,0
1288,1673494,1991-05-04,"Amphotericin B (AmB) is effective, but its use is limited by toxicity: renal impairment, anaemia, fever, malaise, and hypokalaemia are common.",21,1
1289,1673494,1991-05-04,"We also report, for comparison, a patient treated with conventional AmB, and preliminary studies in mice comparing the two agents.",20,0
1290,1673494,1991-05-04,"Liposomes have been proposed as an effective way to target drugs at macrophages, which are the cells infected in visceral leishmaniasis.",21,0
1291,1673494,1991-05-04,"This report is of the successful treatment of a patient with multiply drug-resistant visceral leishmaniasis with a commercially prepared formulation of liposomal amphotericin B (L-AmB) ('AmBisome', Vestar, San Dimas, California, USA).",31,0
1292,1673494,1991-05-04,"In animals AmB incorporated into liposomes is highly effective against experimental leishmaniasis, with low toxicity.",15,0
1293,1678665,1991-06-01,Spontaneous improvement of tardive dystonia during mania.,7,0
1294,1678665,1991-06-01,Such cases could prove an interesting locus for the investigation of both affective disorders and tardive dyskinesias.,17,0
1295,1678665,1991-06-01,"Two cases of bipolar affective disorder with tardive dystonic symptoms seemed to improve only with mood elevation, whether the latter occurred spontaneously or was 'induced' pharmacologically.",26,0
1296,1680596,1991-06-01,"Presented is a case story of a woman with classical rheumatoid arthritis, who during introduction of sulphasalazine (SASP) therapy developed a severe and lasting psoriasis-like skin reaction.",27,1
1297,1680596,1991-06-01,Psoriasis-like skin reaction in a patient with rheumatoid arthritis after sulphasalazine therapy.,12,1
1298,1684470,1991-01-01,A study of nineteen immunocompromised patients with extensive skin lesions caused by Pseudomonas aeruginosa with and without bacteremia.,18,0
1299,1684470,1991-01-01,Skin lesions were located at the site of entry of bacteria (apocrine areas in 12 patients).,16,0
1300,1684470,1991-01-01,These observations confirm that ecthyma gangrenosum may be a primary cutaneous disorder not systematically associated with bacteremia.,17,0
1301,1684470,1991-01-01,Patients whose lesions originated in the skin were in the majority (14 patients).,13,0
1302,1684470,1991-01-01,Nineteen immunocompromised patients with extensive skin lesions caused by Pseudomonas aeruginosa with or without P. aeruginosa bacteremia were analysed.,19,0
1303,1684470,1991-01-01,Only 2 of them developed P. aeruginosa septicemia and the prognosis was relatively good (7.5% mortality rate).,17,0
1304,1684470,1991-01-01,Cutaneous lesions were pleomorphic but the typical picture of ecthyma gangrenosum was common in this group of patients.,18,0
1305,1688693,1990-01-01,We present the case of a 58-year-old woman who ingested more than 35 g of caffeine in a suicide attempt.,20,1
1306,1688693,1990-01-01,She manifested all the clinical symptoms and signs of caffeine toxicity.,11,0
1307,1688693,1990-01-01,"We suggest the use of esmolol for treatment of dysrhythmias secondary to caffeine toxicity; to the best of our knowledge, the use of esmolol has not been reported for this purpose.",31,0
1308,1688693,1990-01-01,"Esmolol, an ultrashort-acting beta 1-selective antagonist, controlled her multiple dysrhythmias and symptoms of sympathetic nervous system hyperstimulation.",17,0
1309,1688693,1990-01-01,Treatment of caffeine toxicity with esmolol.,6,0
1310,1694575,1990-04-01,"He developed an inferior corneal epithelial defect and, later, a well-demarcated area of inferior corneal keratinization.",16,0
1311,1694575,1990-04-01,A 66-year-old pseudophakic man with primary open-angle glaucoma and ocular cicatricial pemphigoid underwent trabeculectomy and was given postoperative subconjunctival 5-fluorouracil.,20,0
1312,1694575,1990-04-01,"Since the corneal keratinization clinically improved with conservative management, surgical intervention was not required.",14,0
1313,1694575,1990-04-01,Reversible corneal keratinization following trabeculectomy and treatment with 5-fluorouracil.,9,1
1314,1699335,1990-10-01,Use of somatostatin for complications occurring after liver transplantation.,9,0
1315,1699335,1990-10-01,"Somatostatin could also be helpful in bilio-pancreato-intestinal fistula, but in this case its advantage over elective surgical treatment remains to be confirmed.",22,0
1316,1699335,1990-10-01,"In uncontrolled digestive haemorrhage, a short course of somatostatin therapy can be of great help in controlling the acute bleeding and to avoid emergency laparotomy.",25,0
1317,1699335,1990-10-01,Somatostatin can be helpful after liver transplantation in some well-defined indications.,11,0
1318,1703754,1990-01-01,This is a case report of fatal cryptococcal meningitis in a child with systemic lupus erythematosus being treated with prednisolone and azathioprine.,22,1
1319,1703754,1990-01-01,It is believed to be the first case of cryptococcal meningitis recorded in a child in Saudi Arabia.,18,0
1320,1703754,1990-01-01,Cryptococcal meningitis in a child with systemic lupus erythematosus.,9,0
1321,1711090,1991-01-01,The response rate was 40% in the 10 cases that were treated with Lp-TAE combined with HT and 20% in the 10 cases that were treated with Lp-TAE.,28,0
1322,1711090,1991-01-01,The clinical effect and safety of Lp-TAE alone and combined with radiofrequency (RF) capacitive hyperthermia (HT) were evaluated in 20 patients with hepatocellular carcinoma (HCC) associated with cirrhosis of the liver.,31,0
1323,1711090,1991-01-01,Trans-catheter hepatic arterial injection of lipiodol soluble anti-cancer agent SMANCS and ADR suspension in lipiodol combined with arterial embolization and local hyperthermia for treatment of hepatocellular carcinoma.,27,0
1324,1711090,1991-01-01,"The main side-effects of Lp-TAE combined with HT were low-grade fever, localized pain, myelo-suppression and liver dysfunction, but these were transient and eventually disappeared.",24,1
1325,1711090,1991-01-01,"After the oily carcinostatic agents were administered by Lp-TAE, HT, at a temperature of greater than 42.5 degrees C, was induced for 40 min, twice a week by an RF of 8 MHz for a total of 10 to 38 times.",41,0
1326,1711090,1991-01-01,The patients who were treated with Lp-TAE combined with HT had a tendency to have better survival rates than those of the Lp-TAE group (p less than 0.099).,28,0
1327,1716853,1991-09-01,Serious infection during neutropenia was the most common complication.,9,0
1328,1716853,1991-09-01,"However, this aggressive chemotherapy has not offered any advantage because of an unacceptably high treatment-related morbidity and mortality (17%).",19,0
1329,1716853,1991-09-01,Complete remission was obtained in 4 (57%) and partial remission in 3 (42.8%) of 7 evaluable patients.,17,0
1330,1716853,1991-09-01,We report the results of treatment with MACOP-B in 11 young patients with low grade lymphoma (LGL).,17,0
1331,1716853,1991-09-01,Unexpectedly high toxicity of MACOP-B in young patients with low grade lymphoma.,12,0
1332,1722991,1991-11-01,"This experience supports the hypothesis that heparin can be readministered early to patients with heparin-associated thrombocytopenia and thrombosis, provided antiplatelet therapy is given.",23,1
1333,1722991,1991-11-01,Heparin-associated thrombocytopenia and thrombosis is a severe complication of systemic heparin therapy.,12,1
1334,1722991,1991-11-01,"In the two cases, a combination of iloprost, a stable prostacyclin analogue (1 to 2 ng/kg/mn) with aspirin and dipyridamole was shown to inhibit ex vivo the heparin-induced platelet aggregation.",30,0
1335,1722991,1991-11-01,"However in some patients requiring emergency cardiac or vascular surgery, reexposure to heparin may be unavoidable.",16,0
1336,1722991,1991-11-01,A successful vascular procedure was achieved with full heparinization without subsequent thrombocytopenia or thrombotic or hemorrhagic complications.,17,0
1337,1722991,1991-11-01,Its treatment is mainly based upon discontinuation of heparin therapy.,10,0
1338,1722991,1991-11-01,Usefulness of antiplatelet drugs in the management of heparin-associated thrombocytopenia and thrombosis.,12,1
1339,1722991,1991-11-01,We report the management of two such patients by use of antiplatelet drugs for a vascular procedure.,17,0
1340,1722991,1991-11-01,These antiplatelet agents were continued during the perioperative period.,9,0
1341,1729088,1992-01-01,"In each instance, the plasma thrombosis-inducing activity (TIA) appeared one to three days after chemotherapy and subsided subsequently.",18,0
1342,1729088,1992-01-01,"He received systemic chemotherapy twice and in both instances developed disseminated intravascular coagulopathy (DIC), accompanied by acute decrements of the peripheral platelet count and plasma fibrinogen, an increment of the fibrin degradation products (FDP), and bleeding tendency with the appearance of skin purpura.",43,0
1343,1729088,1992-01-01,Hypercoagulopathy induced by chemotherapy in a patient with lung cancer. A possible role for a factor with thrombosis-inducing activity (TIA).,20,0
1344,1729088,1992-01-01,We treated a patient with lung cancer in whom a hypercoagulopathy was induced acutely by chemotherapy.,16,0
1345,1734541,1992-01-01,A patient receiving long-term corticosteroid therapy for asthma had two episodes of Pneumocystis carinii pneumonia (PCP) 8 years apart.,19,0
1346,1734541,1992-01-01,She had no other causes of immunosuppression.,7,0
1347,1734541,1992-01-01,Experimental evidence indicates that corticosteroid administration causes a reduction in T lymphocytes mediated by suppression of cytokines.,17,0
1348,1734541,1992-01-01,Corticosteroid therapy is a rare but possible independent predisposition to PCP.,11,0
1349,1734541,1992-01-01,Pneumocystis carinii pneumonia due to corticosteroids.,6,0
1350,1738893,1992-02-01,Stable renal function followed the initiation of high-dose subcutaneous heparin therapy.,11,0
1351,1738893,1992-02-01,I have described a patient with a prosthetic heart valve in whom the purple toes syndrome developed.,17,0
1352,1738893,1992-02-01,"Cholesterol microembolization as a sequela of oral anticoagulant therapy has been reported to cause infarction of virtually any organ, often resulting in death.",23,0
1353,1738893,1992-02-01,Cholesterol microembolization and stable renal function with continued anticoagulation.,9,0
1354,1738893,1992-02-01,"Until recently, discontinuance of anticoagulant therapy has been recommended, as this cessation has been shown to slow or halt further tissue infarction.",22,0
1355,1743388,1991-01-01,In a review of the literature no report of a similar case was found.,14,0
1356,1743388,1991-01-01,"The area healed slowly over 7 weeks, but there was a residual loss of cutaneous sensation.",16,0
1357,1743388,1991-01-01,This is a report of a renal transplant patient with Pneumocystis pneumonia who developed chemical cellulitis and ulceration following the extravasation of intravenous pentamidine into the soft tissues of the left hand and forearm.,34,1
1358,1743388,1991-01-01,"The intramuscular route of administration is associated with cutaneous side effects such as dermal necrosis, sterile abscesses and ulcer formation at the injection site, while urticaria may develop near the site of intravenous drug infusion.",35,0
1359,1743388,1991-01-01,Pentamidine is one of two agents currently used to treat infections with Pneumocystis carinii.,14,0
1360,1743388,1991-01-01,Cutaneous ulceration: an unusual complication of intravenous pentamidine therapy.,9,1
1361,1747495,1991-01-01,Hepatic damage after danazol treatment.,5,1
1362,1747495,1991-01-01,A case of liver damage following treatment with Danazol for fibrocystic breast disease is reported.,15,1
1363,1747495,1991-01-01,The findings are based on liver histology and the exclusion of other causes of liver damage.,16,0
1364,1751354,1991-11-01,Psoriasis induced by interferon-alpha.,4,1
1365,1751354,1991-11-01,"Three of the patients had the carcinoid syndrome and one a renal carcinoma, and all were treated with interferon-alpha 2b or 2a (IFN-alpha 2b, 2a) with doses ranging from 1.5 x 10(6) U daily to 18 x 10(6) U three times weekly.",42,0
1366,1751354,1991-11-01,In two of the patients there appeared to be a correlation between the severity of the psoriasis and the dosage of interferon.,22,0
1367,1751354,1991-11-01,"We report four patients, three of whom first developed psoriasis and one who had an aggravation of the condition during treatment with interferon-alpha.",23,1
1368,1751354,1991-11-01,"Recombinant human interferon-alpha has been used in the treatment of several cancers, but there have been several reports that it may exacerbate psoriasis or trigger off its onset.",28,1
1369,1756352,1991-11-01,A woman developed delusional parasitosis when taking phenelzine.,8,1
1370,1756352,1991-11-01,It completely remitted following withdrawal of phenelzine combined with a low dose of haloperidol (1 mg/day) for several days.,19,0
1371,1756352,1991-11-01,This unusual psychopathology is probably encountered more by dermatologists than by mental health professionals.,14,0
1372,1756352,1991-11-01,Delusional parasitosis associated with phenelzine.,5,1
1373,1756352,1991-11-01,The delusion occurred in an agitated hypomanic state and was preceded by an intense pruritus.,15,0
1374,1759924,1991-10-01,Fulminant metoclopramide induced neuroleptic malignant syndrome rapidly responsive to intravenous dantrolene.,11,1
1375,1759924,1991-10-01,Within six hours the patient had a partial relapse which resolved completely following further intravenous dantrolene 2 mg/kg.,18,0
1376,1759924,1991-10-01,We report a case of fulminant neuroleptic malignant syndrome in a man aged 70 developing within 12 hours of starting six-hourly intravenous metoclopramide.,23,1
1377,1759924,1991-10-01,The muscle rigidity and hyperpyrexia were unresponsive to intravenous benztropine but resolved within one hour of intravenous dantrolene 2 mg/kg.,20,0
1378,1759924,1991-10-01,This case demonstrates that the rapid effect of intravenous dantrolene can be life saving in fulminant neuroleptic malignant syndrome.,19,0
1379,1765991,1991-10-01,We assume that rIFN-gamma induced the de novo development of SLE in our patient.,14,1
1380,1765991,1991-10-01,"In addition to glomerulonephritis and a butterfly rash, previously negative tests for antinuclear, anti-dsDNA and anti-Sm antibodies became positive.",19,0
1381,1765991,1991-10-01,The development of systemic lupus erythematosus (SLE) after 38 months of therapy with recombinant human interferon gamma (rIFN-gamma) was observed in a patient with rheumatoid arthritis.,26,1
1382,1765991,1991-10-01,Induction of systemic lupus erythematosus by interferon-gamma in a patient with rheumatoid arthritis.,13,1
1383,1772299,1991-11-01,The Center for Disease Control has received numerous reports of an eosinophilia-myalgia syndrome related to products containing L-tryptophan.,18,1
1384,1772299,1991-11-01,Detection of antineutrophil cytoplasmic antibody in a patient with L-tryptophan induced eosinophilia-myalgia syndrome.,13,1
1385,1772299,1991-11-01,The case is reported of eosinophilia-myalgia syndrome and polyneuropathy associated with myeloperoxidase specific antineutrophil cytoplasmic antibody.,16,0
1386,1775411,1991-11-01,Pulmonary fibrosis associated with nabumetone.,5,1
1387,1775411,1991-11-01,"Resolution of symptoms, physical signs and radiographic changes followed drug withdrawal and steroid therapy.",14,0
1388,1775411,1991-11-01,"A patient is described who developed a rapid onset of pulmonary fibrosis following treatment with a new non-steroidal anti-inflammatory drug, nabumetone.",21,1
1389,1785279,1991-01-01,"Extensive pelvic, pulmonary and brain metastases were associated with clinically manifest thyrotoxicosis.",12,0
1390,1785279,1991-01-01,A case is reported of a metastatic gestational choriocarcinoma in a 25-year old woman.,14,0
1391,1785279,1991-01-01,Normal pregnancy after curative multiagent chemotherapy for choriocarcinoma with brain metastases.,11,0
1392,1785279,1991-01-01,The Patient conceived 2 years after completing therapy and gave birth at term to a normal infant.,17,0
1393,1785279,1991-01-01,Multiagent chemotherapy alone was successful in achieving a durable remission and euthyroid state.,13,0
1394,1785279,1991-01-01,"The chemotherapy regimen consisted of cis-platinum, etoposide, actinomycin-D, and intrathecal methotrexate (PEA-M).",12,0
1395,1792646,1991-12-01,"A 32 year old man with chronic severe asthma, requiring maintenance oral corticosteroids, was started on a weekly dose of methotrexate.",21,0
1396,1792646,1991-12-01,Eleven weeks later he developed Pneumocystis carinii pneumonia.,8,0
1397,1792646,1991-12-01,"Pneumocystis pneumonia should be considered in asthmatic patients taking methotrexate who present with fever, pulmonary infiltrates, and hypoxia.",18,1
1398,1792646,1991-12-01,In the two years following treatment there has been no recurrence while oral corticosteroid treatment has been continued.,18,0
1399,1792646,1991-12-01,Pneumocystis carinii pneumonia as a complication of methotrexate treatment of asthma.,11,1
1400,1797008,1991-11-01,Magnetic resonance imaging was more useful than computed tomography in the early diagnosis and management of these acute lymphocytic leukemia patients with leukoencephalopathy.,23,0
1401,1797008,1991-11-01,"Using repeated computed tomographic and magnetic resonance imaging scans, we examined 8 patients with acute lymphocytic leukemia during remission induction therapy between 1988 and 1989.",25,0
1402,1797008,1991-11-01,"In 1 patient, leukoencephalopathy was progressive and irreversible brain damage and mental retardation persisted.",14,0
1403,1797008,1991-11-01,Early diagnosis of leukoencephalopathy of acute lymphocytic leukemia by MRI.,10,0
1404,1797008,1991-11-01,"In the other 2 patients, hyperintense lesions in the periventricular white matter were transient and no neurologic sequelae ensued.",19,0
1405,1797008,1991-11-01,"In 3 patients, leukoencephalopathy was diagnosed by T2-weighted magnetic resonance imaging.",11,0
1406,1803787,1991-10-01,"Following administration of the antidote, digoxin immune antigen binding fragments (Fab), SDC monitoring is hampered by assay-related problems because of the presence of Fab in the serum.",27,0
1407,1803787,1991-10-01,"In each case, the decline in free SDC was temporally related to the resolution of digoxin toxicity; in one case, digoxin intoxication recurred and was associated with a rebound increase in free SDC.",33,0
1408,1803787,1991-10-01,Recent evidence has suggested several available methods to monitor free SDC during Fab therapy.,14,0
1409,1803787,1991-10-01,This report describes the utility of monitoring free SDC following Fab administration.,12,0
1410,1803787,1991-10-01,"In addition to the therapeutic benefits, prospective monitoring of free SDC in two of the patients also may have resulted in cost savings secondary to reduced hospital stay or less use of Fab.",33,0
1411,1803787,1991-10-01,Free SDCs were obtained using an ultrafiltration and fluorescence polarization immunoassay system in three patients over periods of up to 204 hours after Fab administration.,25,0
1412,1803787,1991-10-01,Measurement of serum digoxin concentrations (SDCs) is used routinely in the diagnosis of digoxin toxicity.,15,0
1413,1803787,1991-10-01,Monitoring serum digoxin concentrations during digoxin immune Fab therapy.,9,0
1414,1811351,1991-10-01,A 63-year-old man with diabetes mellitus for 15 years was admitted to our hospital in 1990 because of end-stage renal failure.,21,0
1415,1811351,1991-10-01,Eosinophilic peritonitis responding to treatment with glycyrrhizin.,7,0
1416,1811351,1991-10-01,Five days after beginning continuous ambulatory peritoneal dialysis (CAPD) he developed an eosinophilic peritonitis (EP).,15,0
1417,1811351,1991-10-01,"With protein loss in the dialysate and a decreased serum albumin level, the patient developed ankle edema.",17,0
1418,1811351,1991-10-01,"The patient was treated with glycyrrhizin, and his EP resolved.",10,0
1419,1811351,1991-10-01,It is suggested that an allergic background may play an important role in the development of EP in patients on CAPD.,21,0
1420,1814986,1991-12-01,The patient herein reported had chronic obstructive pulmonary disease and had had a nephrectomy.,14,0
1421,1814986,1991-12-01,Metabolic acidosis induced by acetazolamide.,5,1
1422,1814986,1991-12-01,The carbonic anhydrase inhibitors that are used most frequently in ophthalmic practice are acetazolamide and methazolamide.,16,0
1423,1814986,1991-12-01,They both are weak systemic diuretics and lower intraocular pressure ultimately by decreasing aqueous production.,15,0
1424,1814986,1991-12-01,Close patient monitoring is advisable in these types of patients.,10,0
1425,1814986,1991-12-01,"Unfortunately, they have a number of important side effects including the potentiation or exacerbation of metabolic acidosis.",17,0
1426,1814986,1991-12-01,"In some patients, this pH shift may be quite transient and temporary; whereas, in some patients with other maladies, the acidosis may be much more serious.",26,0
1427,1823664,1991-12-01,A within-series phase change design (ABABC) was used to evaluate the effect of video distraction and relaxation in the treatment of a 29-year-old male with anticipatory vomiting associated with cancer chemotherapy.,31,0
1428,1823664,1991-12-01,Distraction and relaxation training in the treatment of anticipatory vomiting: a single subject intervention.,14,0
1429,1823664,1991-12-01,Subsequent relaxation training inhibited vomiting after two sessions.,8,0
1430,1823664,1991-12-01,These effects were maintained for the remainder of the patient's chemotherapy protocol.,12,0
1431,1823664,1991-12-01,"Heart rate, blood pressure, nausea ratings, and the occurrence of emesis were recorded during 18 chemotherapy treatments over a 9 month period.",22,0
1432,1823664,1991-12-01,Video distraction initially inhibited vomiting but the treatment effects were not maintained.,12,0
1433,1827039,1991-03-01,"Although it is generally well tolerated, liver toxicity has been recognised as a complication of long-term use.",17,0
1434,1827039,1991-03-01,Cyproterone acetate (CPA) is a widely used drug in the treatment of advanced prostatic carcinoma.,15,0
1435,1827039,1991-03-01,"We report 3 patients with severe hepatocellular damage due to CPA therapy, 2 with fatal fulminant hepatitis.",17,1
1436,1827039,1991-03-01,Severe hepatocellular dysfunction following cyproterone acetate therapy.,7,1
1437,1829999,1991-05-01,"Despite the complicated drug regimen with which the patient was treated, tobramycin was implicated by rechallenge with the drug once before its role was understood and again at an outside hospital.",31,0
1438,1829999,1991-05-01,Exfoliative dermatitis secondary to tobramycin sulfate.,6,1
1439,1829999,1991-05-01,We report a case of exfoliative dermatitis clearly linked to intravenous and intraperitoneal administration of tobramycin.,16,1
1440,1834424,1991-08-01,"As NBD-Cl has not been reported as an allergen before, the characteristics of this chemical and its use as an analytical reagent are briefly surveyed.",25,0
1441,1834424,1991-08-01,Allergic contact dermatitis from 4-chloro-7-nitrobenzofurazan.,5,1
1442,1834424,1991-08-01,A 30-year-old pharmacist suffered from acute allergic contact dermatitis due to 4-chloro-7-nitrobenzofurazan (NBD-Cl).,13,1
1443,1834424,1991-08-01,Contact allergy towards this reagent and 2 of its reaction products was proven by patch tests.,16,0
1444,1834424,1991-08-01,Similarities to dinitrochlorobenzene (DNCB) are pointed out.,7,0
1445,1838541,1991-12-01,"Following steroid withdrawal and institution of gammaglobulin, the patient grew 6 inches within 2 years, regaining his vision, retrieving his stature, and normalizing his psychosocial development.",26,0
1446,1838541,1991-12-01,"At the age of 12, a prematurely born boy with an otherwise unremarkable past medical history developed bilateral optic neuritis associated with transverse myelopathy.",24,0
1447,1838541,1991-12-01,Administration of intravenous gammaglobulin (25 g monthly) allowed discontinuation of steroids without further ophthalmic or neurologic disease.,17,0
1448,1838541,1991-12-01,Immunoglobulin G subclass 2 and 3 deficiencies were the only serologically detectable abnormalities.,13,0
1449,1838541,1991-12-01,"He developed optic atrophy and steroid complications, including cushingnoid features and growth maturation delay.",14,0
1450,1838541,1991-12-01,"However, the patient became steroid-dependent and experienced recurrent optic neuritis during multiple attempts at tapering the steroids.",17,0
1451,1838541,1991-12-01,"Over the ensuing 3 years, recurrent bouts of optic neuritis OU, with dyschromatopsia, and acuity and field loss (arcuate, central, and paracentral scotomas) were controlled with increasing doses of corticosteroids.",30,0
1452,1838541,1991-12-01,Dysgammaglobulinemia in steroid-dependent optic neuritis: response to gammaglobulin treatment.,9,0
1453,1849334,1991-01-01,"We report on 7 patients (2 women, 5 men) with chronic renal failure, who developed under a high dosage of the new diuretic muzolimine (range 240 to 1440 mg per day) fatal neuromyeloencephalopathy.",33,1
1454,1849334,1991-01-01,After a follow-up of more than 2 1/2 years no significant recovery was seen in these cases.,17,0
1455,1849334,1991-01-01,This lead to the hypothesis of a partially dialysable toxic metabolite of muzolimine.,13,0
